,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,time,volume.medium.T,volume.medium.p,der(volume.medium.T),der(volume.medium.p),der(volume.U),der(volume.m),der(volume.medium.d),der(volume.medium.u),der(volume.ports[5].h_outflow),boundary.medium.MM,boundary.medium.R_s,boundary.medium.T_degC,boundary.medium.X[1],boundary.medium.d,boundary.medium.p_bar,boundary.medium.u,boundary1.medium.MM,boundary1.medium.R_s,boundary1.medium.T_degC,boundary1.medium.X[1],boundary1.medium.d,boundary1.medium.p_bar,boundary1.medium.u,boundary11.medium.MM,boundary11.medium.R_s,boundary11.medium.T_degC,boundary11.medium.X[1],boundary11.medium.d,boundary11.medium.p_bar,boundary11.medium.u,m_flow_orifice1.m_flow_dat,m_flow_orifice1.port_a.m_flow,m_flow_orifice1.port_b.m_flow,m_flow_par_test.port_a.m_flow,m_flow_par_test.port_b.m_flow,orifice.A_mean,orifice.F_p,orifice.I,orifice.Ib_flow,orifice.V_flow,orifice.d,orifice.dp,orifice.dp_fg,orifice.m_flow,orifice.pathLength,orifice.port_a_T,orifice.port_b_T,orifice1.A_mean,orifice1.F_p,orifice1.I,orifice1.Ib_flow,orifice1.V_flow,orifice1.d,orifice1.dp,orifice1.dp_fg,orifice1.pathLength,orifice1.port_a_T,orifice1.port_b_T,orifice2.A_mean,orifice2.F_p,orifice2.I,orifice2.Ib_flow,orifice2.V_flow,orifice2.d,orifice2.dp,orifice2.dp_fg,orifice2.m_flow,orifice2.pathLength,orifice2.port_a_T,orifice2.port_b_T,volume.Hb_flow,volume.U,volume.Wb_flow,volume.heatTransfer.heatPorts[1].Q_flow,volume.heatTransfer.surfaceAreas[1],volume.m,volume.m_flow_turbulent[1],volume.m_flow_turbulent[2],volume.m_flow_turbulent[3],volume.m_flow_turbulent[4],volume.m_flow_turbulent[5],volume.mb_flow,volume.medium.MM,volume.medium.R_s,volume.medium.T_degC,volume.medium.X[1],volume.medium.d,volume.medium.p_bar,volume.medium.u,volume.portAreas[1],volume.portAreas[2],volume.portAreas[3],volume.portAreas[4],volume.portAreas[5],volume.portInDensities[1],volume.portInDensities[2],volume.portInDensities[3],volume.portInDensities[4],volume.portInDensities[5],volume.portVelocities[1],volume.portVelocities[2],volume.portVelocities[3],volume.portVelocities[4],volume.portVelocities[5],volume.ports[5].h_outflow,volume.ports[4].m_flow,volume.ports[5].m_flow,volume.ports_E_flow[1],volume.ports_E_flow[2],volume.ports_E_flow[3],volume.ports_E_flow[4],volume.ports_E_flow[5],volume.ports_H_flow[1],volume.ports_H_flow[2],volume.ports_H_flow[3],volume.ports_H_flow[4],volume.ports_H_flow[5],volume.ports_penetration[1],volume.ports_penetration[2],volume.ports_penetration[3],volume.ports_penetration[4],volume.ports_penetration[5],volume.s[1],volume.s[2],volume.s[3],volume.s[4],volume.s[5],boundary.ports[1].m_flow,boundary1.ports[1].m_flow,boundary1.ports[2].m_flow,boundary1.ports[3].m_flow,boundary11.ports[1].m_flow,m_flow_orifice1.port_a.p,m_flow_orifice1.port_b.h_outflow,m_flow_par_test.port_a.p,m_flow_par_test.port_b.h_outflow,orifice.F_fg,orifice.port_a.h_outflow,orifice.port_a.m_flow,orifice.port_b.m_flow,orifice.port_b.p,orifice1.F_fg,orifice1.m_flow,orifice1.port_a.m_flow,orifice1.port_a.p,orifice1.port_b.h_outflow,orifice1.port_b.m_flow,orifice2.F_fg,orifice2.port_a.m_flow,orifice2.port_a.p,orifice2.port_b.h_outflow,orifice2.port_b.m_flow,volume.Qb_flow,volume.heatTransfer.Q_flows[1],volume.heatTransfer.Ts[1],volume.heatTransfer.heatPorts[1].T,volume.heatTransfer.states[1].T,volume.heatTransfer.states[1].p,volume.medium.h,volume.medium.state.T,volume.medium.state.p,volume.ports[1].h_outflow,volume.ports[2].h_outflow,volume.ports[3].h_outflow,volume.ports[4].h_outflow,volume.ports[1].m_flow,volume.ports[2].m_flow,volume.ports[3].m_flow,volume.ports[1].p,volume.ports[2].p,volume.ports[3].p,volume.ports[4].p,volume.ports[5].p,volume.vessel_ps_static[1],volume.vessel_ps_static[2],volume.vessel_ps_static[3],volume.vessel_ps_static[4],volume.vessel_ps_static[5]
,,0,288.15,100000,5209.933465,6325674.59,15760.65207,0.05461738,54.61737996,3736688.708,5232206.491,0.028965116,287.051225,15,1,2.417975896,2,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0,0,0,0,0,7.85E-05,-7.853981634,0,0,0.022588058,1.813481922,100000,100000,0.05461738,0,288.15,288.15,7.85E-05,0,0,0,0,1.208987948,0,0,0,288.15,288.15,1.96E-05,0,0,0,0,1.208987948,0,0,0,0,288.15,288.15,15760.65207,248.8713378,0,0,0.048359759,0.001208988,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.00E+60,0.05461738,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0,0,0,0,0,1.208987948,1.208987948,1.208987948,1.208987948,1.208987948,0,0,0,0,0,288564.7771,0,0,0,0,0,0,0,15760.65207,0,0,0,0,1,1,1,1,1,0,0,0,0,0,-0.05461738,0,0,0,0,100000,288564.7771,100000,288564.7771,7.853981634,288564.7771,0.05461738,-0.05461738,100000,0,0,0,100000,288564.7771,0,0,0,100000,288564.7771,0,0,0,288.15,288.15,288.15,100000,288564.7771,288.15,100000,288564.7771,288564.7771,288564.7771,288564.7771,0.05461738,0,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
,c,0.1,291.8431184,146272.8264,-80.46046129,7383.410453,17.96078272,0.000569515,0.569514737,-57720.85828,-80817.13226,0.028965116,287.051225,15,1,2.417975896,2,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.031571505,0,0,0,0,7.85E-05,-4.219722348,0,0,0.016556781,2.08200916,53727.17361,53727.17361,0.040033896,0,288.15,288.15,7.85E-05,-3.634259286,0,0,0.018081752,1.477515186,46272.82639,46272.82639,0,291.8431184,291.8431184,1.96E-05,-0.908564821,0,0,0.0045639,1.477515186,46272.82639,46272.82639,0.007892876,0,291.7287762,291.7287762,17.96078272,364.0499292,0,0,0.048359759,0.001746042,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.00E+60,0.000569515,0.028965116,287.051225,18.69311839,1,1.746042424,1.462728264,208500.0481,0,0,0,0,0,1.768420842,1.768420842,1.768420842,1.746042424,1.746042424,0,0,0,0,0,292273.9727,0,0,0,0,0,0,0,11552.37237,-9227.529268,-2306.882317,0,0,1,1,1,1,1,0,0,0,0,0,-0.040033896,0.031571505,0,0,0.007892876,146272.8264,292273.9727,146272.8264,292273.9727,4.219722348,292273.9727,0.040033896,-0.040033896,146272.8264,3.634259286,0.031571505,0.031571505,146272.8264,292273.9727,-0.031571505,0.908564821,0.007892876,146272.8264,292273.9727,-0.007892876,0,0,291.8431184,291.8431184,291.8431184,146272.8264,292273.9727,291.8431184,146272.8264,292273.9727,292273.9727,292273.9727,292273.9727,0.040033896,-0.031571505,-0.007892876,146272.8264,146272.8264,146272.8264,146272.8264,146272.8264,146272.8264,146272.8264,146272.8264,146272.8264,146272.8264
,,0.2,288.5773172,146572.0608,-9.167398296,841.9847293,2.049253185,6.64E-05,0.06637441,-6575.240406,-9206.753316,0.028965116,287.051225,15,1,2.417975896,2,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.031884705,0,0,0,0,7.85E-05,-4.196220532,0,0,0.01651061,2.093695231,53427.9392,53427.9392,0.039922256,0,288.15,288.15,7.85E-05,-3.657761102,0,0,0.018019918,1.489201257,46572.0608,46572.0608,0,288.5773172,288.5773172,1.96E-05,-0.914440275,0,0,0.004546427,1.489201257,46572.0608,46572.0608,0.007971176,0,288.5650176,288.5650176,2.049253185,364.7779993,0,0,0.048359759,0.001769415,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.00E+60,6.64E-05,0.028965116,287.051225,15.42731716,1,1.769414566,1.465720608,206157.4525,0,0,0,0,0,1.77203855,1.77203855,1.77203855,1.769414566,1.769414566,0,0,0,0,0,288993.9249,0,0,0,0,0,0,0,11520.15688,-9214.486103,-2303.621526,0,0,1,1,1,1,1,0,0,0,0,0,-0.039922256,0.031884705,0,0,0.007971176,146572.0608,288993.9249,146572.0608,288993.9249,4.196220532,288993.9249,0.039922256,-0.039922256,146572.0608,3.657761102,0.031884705,0.031884705,146572.0608,288993.9249,-0.031884705,0.914440275,0.007971176,146572.0608,288993.9249,-0.007971176,0,0,288.5773172,288.5773172,288.5773172,146572.0608,288993.9249,288.5773172,146572.0608,288993.9249,288993.9249,288993.9249,288993.9249,0.039922256,-0.031884705,-0.007971176,146572.0608,146572.0608,146572.0608,146572.0608,146572.0608,146572.0608,146572.0608,146572.0608,146572.0608,146572.0608
,,0.3,288.2004082,146606.6975,-1.079458037,99.21662029,0.241494341,7.84E-06,0.007836906,-774.2153477,-1084.075099,0.028965116,287.051225,15,1,2.417975896,2,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.031921181,0,0,0,0,7.85E-05,-4.193500171,0,0,0.016505257,2.095061593,53393.30249,53393.30249,0.039909313,0,288.15,288.15,7.85E-05,-3.660481462,0,0,0.018012713,1.490567619,46606.69751,46606.69751,0,288.2004082,288.2004082,1.96E-05,-0.915120366,0,0,0.004544386,1.490567619,46606.69751,46606.69751,0.007980295,0,288.1989698,288.1989698,0.241494341,364.8623027,0,0,0.048359759,0.001772147,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.00E+60,7.84E-06,0.028965116,287.051225,15.05040815,1,1.77214729,1.466066975,205887.1206,0,0,0,0,0,1.772457304,1.772457304,1.772457304,1.77214729,1.77214729,0,0,0,0,0,288615.4008,0,0,0,0,0,0,0,11516.42208,-9212.944472,-2303.236118,0,0,1,1,1,1,1,0,0,0,0,0,-0.039909313,0.031921181,0,0,0.007980295,146606.6975,288615.4008,146606.6975,288615.4008,4.193500171,288615.4008,0.039909313,-0.039909313,146606.6975,3.660481462,0.031921181,0.031921181,146606.6975,288615.4008,-0.031921181,0.915120366,0.007980295,146606.6975,288615.4008,-0.007980295,0,0,288.2004082,288.2004082,288.2004082,146606.6975,288615.4008,288.2004082,146606.6975,288615.4008,288615.4008,288615.4008,288615.4008,0.039909313,-0.031921181,-0.007980295,146606.6975,146606.6975,146606.6975,146606.6975,146606.6975,146606.6975,146606.6975,146606.6975,146606.6975,146606.6975
,,0.4,288.1561502,146610.7678,-0.131749541,11.97021739,0.029128208,9.55E-07,0.000955116,-94.49395085,-132.3128179,0.028965116,287.051225,15,1,2.417975896,2,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.03192547,0,0,0,0,7.85E-05,-4.193180488,0,0,0.016504628,2.095222289,53389.23215,53389.23215,0.039907792,0,288.15,288.15,7.85E-05,-3.660801146,0,0,0.018011867,1.490728315,46610.76785,46610.76785,0,288.1561502,288.1561502,1.96E-05,-0.915200287,0,0,0.004544146,1.490728315,46610.76785,46610.76785,0.007981367,0,288.1559749,288.1559749,0.029128208,364.8722101,0,0,0.048359759,0.001772469,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.00E+60,9.55E-07,0.028965116,287.051225,15.00615021,1,1.772468683,1.466107678,205855.3777,0,0,0,0,0,1.772506514,1.772506514,1.772506514,1.772468683,1.772468683,0,0,0,0,0,288570.9536,0,0,0,0,0,0,0,11515.98311,-9212.763185,-2303.190796,0,0,1,1,1,1,1,0,0,0,0,0,-0.039907792,0.03192547,0,0,0.007981367,146610.7678,288570.9536,146610.7678,288570.9536,4.193180488,288570.9536,0.039907792,-0.039907792,146610.7678,3.660801146,0.03192547,0.03192547,146610.7678,288570.9536,-0.03192547,0.915200287,0.007981367,146610.7678,288570.9536,-0.007981367,0,0,288.1561502,288.1561502,288.1561502,146610.7678,288570.9536,288.1561502,146610.7678,288570.9536,288570.9536,288570.9536,288570.9536,0.039907792,-0.03192547,-0.007981367,146610.7678,146610.7678,146610.7678,146610.7678,146610.7678,146610.7678,146610.7678,146610.7678,146610.7678,146610.7678
,,0.5,288.1507498,146611.2633,-0.016061114,1.458546885,0.003549178,1.16E-07,0.000116431,-11.5194152,-16.12977772,0.028965116,287.051225,15,1,2.417975896,2,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.031925992,0,0,0,0,7.85E-05,-4.193141573,0,0,0.016504551,2.095241894,53388.73668,53388.73668,0.039907607,0,288.15,288.15,7.85E-05,-3.660840061,0,0,0.018011763,1.49074792,46611.26332,46611.26332,0,288.1507498,288.1507498,1.96E-05,-0.915210015,0,0,0.004544116,1.49074792,46611.26332,46611.26332,0.007981498,0,288.1507284,288.1507284,0.003549178,364.8734161,0,0,0.048359759,0.001772508,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.16E-07,0.028965116,287.051225,15.00074975,1,1.772507892,1.466112633,205851.5044,0,0,0,0,0,1.772512504,1.772512504,1.772512504,1.772507892,1.772507892,0,0,0,0,0,288565.5301,0,0,0,0,0,0,0,11515.92967,-9212.740899,-2303.185225,0,0,1,1,1,1,1,0,0,0,0,0,-0.039907607,0.031925992,0,0,0.007981498,146611.2633,288565.5301,146611.2633,288565.5301,4.193141573,288565.5301,0.039907607,-0.039907607,146611.2633,3.660840061,0.031925992,0.031925992,146611.2633,288565.5301,-0.031925992,0.915210015,0.007981498,146611.2633,288565.5301,-0.007981498,0,0,288.1507498,288.1507498,288.1507498,146611.2633,288565.5301,288.1507498,146611.2633,288565.5301,288565.5301,288565.5301,288565.5301,0.039907607,-0.031925992,-0.007981498,146611.2633,146611.2633,146611.2633,146611.2633,146611.2633,146611.2633,146611.2633,146611.2633,146611.2633,146611.2633
,,0.6,288.1501158,146611.3214,-0.002473491,0.23730096,0.000578142,1.81E-08,1.81E-05,-1.774046481,-2.484064962,0.028965116,287.051225,15,1,2.417975896,2,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.028965116,287.051225,15,1,1.208987948,1,205850.9666,0.031926054,0,0,0,0,7.85E-05,-4.193137014,0,0,0.016504542,2.095244195,53388.67863,53388.67863,0.039907585,0,288.15,288.15,7.85E-05,-3.66084462,0,0,0.018011751,1.490750221,46611.32137,46611.32137,0,288.1501158,288.1501158,1.96E-05,-0.915211155,0,0,0.004544113,1.490750221,46611.32137,46611.32137,0.007981513,0,288.1501125,288.1501125,0.000578142,364.8735574,0,0,0.048359759,0.001772512,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.00E+60,1.81E-08,0.028965116,287.051225,15.00011578,1,1.772512494,1.466113214,205851.0497,0,0,0,0,0,1.772513206,1.772513206,1.772513206,1.772512494,1.772512494,0,0,0,0,0,288564.8934,0,0,0,0,0,0,0,11515.92341,-9212.738267,-2303.184567,0,0,1,1,1,1,1,0,0,0,0,0,-0.039907585,0.031926054,0,0,0.007981513,146611.3214,288564.8934,146611.3214,288564.8934,4.193137014,288564.8934,0.039907585,-0.039907585,146611.3214,3.66084462,0.031926054,0.031926054,146611.3214,288564.8934,-0.031926054,0.915211155,0.007981513,146611.3214,288564.8934,-0.007981513,0,0,288.1501158,288.1501158,288.1501158,146611.3214,288564.8934,288.1501158,146611.3214,288564.8934,288564.8934,288564.8934,288564.8934,0.039907585,-0.031926054,-0.007981513,146611.3214,146611.3214,146611.3214,146611.3214,146611.3214,146611.3214,146611.3214,146611.3214,146611.3214,146611.3214
